WKT,class_dbt,nome_dbt,tipo_dbt,dest_ind,sup_mq
"MULTIPOLYGON (((487127.5733 5056025.9935,487127.3341 5056027.3157,487171.5653 5056039.2017,487173.031 5056041.8567,487174.1468 5056041.6195,487175.1766 5056040.5249,487176.1136 5056037.0501,487174.068 5056036.634,487178.4565 5056014.1929,487180.6492 5056003.0638,487184.8351 5055981.8395,487183.3151 5055981.51,487181.0877 5055992.5855,487180.7435 5055994.2973,487178.7504 5056004.2078,487177.9954 5056007.962,487177.6084 5056009.8864,487177.0442 5056012.6919,487175.2887 5056022.0998,487175.0755 5056023.2423,487172.3143 5056038.0398,487155.0415 5056033.3763,487149.6053 5056031.9241,487147.8139 5056031.4417,487127.5733 5056025.9935)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"167"
"MULTIPOLYGON (((487305.1625 5057494.8148,487308.7551 5057488.7002,487307.26 5057487.8231,487306.7954 5057488.5318,487304.192 5057492.5038,487287.2248 5057482.2295,487285.7446 5057481.3331,487284.9277 5057482.924,487305.1625 5057494.8148)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"49"
"MULTIPOLYGON (((486184.614 5058750.2815,486183.0966 5058750.2408,486182.5951 5058755.8753,486184.1041 5058756.0096,486184.614 5058750.2815)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"9"
"MULTIPOLYGON (((486539.4855 5057931.685,486538.419 5057931.0344,486527.3209 5057949.7723,486528.1661 5057950.6886,486529.5146 5057948.4246,486534.4157 5057940.1965,486535.337 5057938.6496,486539.4855 5057931.685)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"27"
"MULTIPOLYGON (((486050.3582 5058603.2386,486049.2961 5058599.6017,486045.6305 5058600.3319,486039.5931 5058582.0589,486039.1711 5058580.5319,486039.2801 5058579.0949,486039.7021 5058577.431,486040.4521 5058575.579,486041.6081 5058574.263,486042.632 5058573.274,486043.991 5058572.575,486046.218 5058571.989,486047.228 5058571.878,486059.8658 5058570.489,486059.8052 5058573.0431,486066.2958 5058572.813,486066.3898 5058573.7739,486069.9368 5058573.9309,486070.9987 5058573.7699,486070.7234 5058570.1125,486075.6913 5058569.7375,486085.7361 5058568.9794,486097.0214 5058568.845,486107.1674 5058569.5898,486107.2636 5058568.2802,486096.3097 5058567.4761,486081.7944 5058567.4386,486067.4624 5058568.2303,486048.5494 5058570.1282,486046.0127 5058570.5051,486042.7836 5058571.6516,486040.754 5058573.3129,486039.2 5058575.5058,486038.3438 5058577.9645,486038.0901 5058580.4896,486038.5385 5058582.3554,486044.7759 5058602.9514,486052.2856 5058630.0194,486058.8713 5058651.9543,486059.2051 5058652.2919,486059.6662 5058652.5155,486060.4515 5058652.3241,486057.1294 5058640.2663,486056.1354 5058636.6563,486053.3053 5058626.3824,486052.3823 5058623.0314,486047.8213 5058608.4726,486050.1082 5058607.7776,486051.2182 5058605.9066,486050.3582 5058603.2386)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"297"
"MULTIPOLYGON (((486982.3904 5057134.9874,486980.9834 5057134.3844,486980.5144 5057134.5854,486975.7078 5057145.611,486975.0149 5057147.2005,486968.326 5057162.5436,486967.9217 5057163.471,486966.9881 5057165.6126,486966.5598 5057166.5949,486962.1762 5057176.6503,486961.4833 5057178.2397,486957.2214 5057188.0159,486956.2289 5057190.3534,486957.0971 5057190.8726,486957.6815 5057191.1254,486968.7498 5057165.9712,486969.4218 5057164.4362,486970.5548 5057161.8652,486982.3904 5057134.9874)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"108"
"MULTIPOLYGON (((486486.8797 5055657.5761,486483.1092 5055656.3246,486481.1642 5055655.5546,486479.2182 5055653.9256,486452.3202 5055608.9101,486452.0392 5055608.4261,486450.645 5055608.8808,486476.7026 5055652.4398,486477.907 5055654.1168,486479.0035 5055655.4176,486480.0702 5055656.4846,486481.3769 5055657.3786,486486.5713 5055659.2018,486486.8797 5055657.5761)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"88"
"MULTIPOLYGON (((486943.2859 5055741.5218,486941.6809 5055741.0598,486940.9389 5055743.3438,486942.5949 5055743.8408,486943.2859 5055741.5218)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"4"
"MULTIPOLYGON (((486625.9219 5057447.1843,486628.1239 5057442.8433,486625.259 5057444.1443,486624.2848 5057444.8084,486623.4103 5057446.5509,486620.9514 5057451.4373,486616.6506 5057459.9843,486612.0596 5057469.1078,486614.4388 5057470.2946,486616.4842 5057466.0281,486625.9219 5057447.1843)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"74"
"MULTIPOLYGON (((485945.399 5058449.9244,485936.7721 5058449.6314,485937.3021 5058451.7225,485938.2477 5058452.3496,485967.2956 5058455.7525,485968.5405 5058453.8148,485968.4988 5058450.9983,485953.1399 5058450.9394,485945.413 5058450.9124,485945.399 5058449.9244)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"106"
"MULTIPOLYGON (((486152.553 5060105.3426,486153.078 5060104.0946,486157.4339 5060104.1726,486158.0749 5060105.1136,486161.8899 5060105.1206,486162.7069 5060105.1226,486178.3298 5060105.0445,486178.2797 5060103.0076,486164.5469 5060103.3058,486158.157 5060103.4446,486155.9221 5060103.4854,486139.0212 5060103.7946,486138.7781 5060104.4496,486150.489 5060104.2826,486151.037 5060105.1956,486152.553 5060105.3426)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"53"
"MULTIPOLYGON (((486885.1137 5056517.5961,486884.6456 5056516.2881,486883.6567 5056518.1361,486881.4437 5056522.3331,486879.6777 5056525.115,486873.4908 5056535.911,486872.8339 5056537.056,486871.3969 5056539.5679,486869.011 5056543.7309,486863.2091 5056553.8568,486860.5302 5056558.5398,486852.7033 5056572.1927,486852.2024 5056573.0677,486850.0614 5056576.8096,486842.7566 5056589.5515,486841.5897 5056591.8694,486843.5016 5056591.3795,486844.1286 5056590.5115,486851.4335 5056577.7696,486853.5744 5056574.0276,486861.9022 5056559.5007,486864.5812 5056554.8168,486874.2059 5056538.0119,486881.0498 5056526.075,486885.1137 5056518.876,486885.1137 5056517.5961)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"141"
"MULTIPOLYGON (((486216.0531 5056548.4166,486197.0772 5056540.5067,486168.1394 5056528.4289,486167.3664 5056529.6709,486184.765 5056536.8496,486187.2321 5056537.8676,486188.1002 5056538.2258,486191.468 5056539.6552,486192.6002 5056540.1358,486207.8271 5056546.6047,486206.4601 5056549.3626,486209.483 5056550.7296,486210.8971 5056547.9206,486212.311 5056548.5266,486227.6646 5056555.1221,486231.8419 5056556.9165,486234.3029 5056558.2455,486236.2019 5056560.0225,486236.9829 5056561.9094,486237.2799 5056563.4094,486237.3499 5056565.3504,486236.8809 5056566.7564,486232.264 5056573.0103,486233.311 5056573.9013,486238.3419 5056567.0963,486238.7719 5056565.9754,486238.9049 5056562.6314,486237.5849 5056559.6394,486234.4909 5056556.6004,486228.03 5056553.4985,486216.0531 5056548.4166)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"144"
"MULTIPOLYGON (((487772.9379 5055303.3918,487771.4005 5055303.6808,487772.1145 5055306.8938,487773.7805 5055309.5118,487775.6845 5055311.1778,487777.969 5055312.2101,487783.9332 5055311.14,487783.5761 5055309.117,487776.9121 5055310.188,487775.8411 5055309.712,487774.2941 5055307.689,487773.5801 5055306.023,487772.9379 5055303.3918)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"28"
"MULTIPOLYGON (((486662.9921 5055767.1629,486653.2992 5055760.2994,486639.9864 5055750.8738,486634.4136 5055746.9522,486633.8288 5055747.021,486633.0376 5055747.881,486662.0052 5055768.6197,486662.9921 5055767.1629)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"59"
"MULTIPOLYGON (((486703.5525 5056544.1804,486702.1349 5056543.2908,486700.7824 5056545.5095,486702.1724 5056546.3655,486703.5525 5056544.1804)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"4"
"MULTIPOLYGON (((486260.86 5057836.6078,486265.28 5057832.6258,486266.929 5057832.8917,486264.9127 5057829.9372,486264.2637 5057829.7011,486248.6287 5057844.7462,486241.1357 5057852.3572,486235.8257 5057858.9652,486229.1817 5057867.549,486228.9343 5057868.7222,486228.9963 5057869.7645,486229.9447 5057871.2274,486235.3104 5057864.2975,486237.3342 5057861.6837,486240.7334 5057857.2935,486246.4561 5057850.309,486248.6302 5057847.9096,486250.5772 5057846.2576,486253.4682 5057843.4846,486257.2412 5057839.8677,486260.86 5057836.6078)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"142"
"MULTIPOLYGON (((486017.9728 5058125.0288,486019.5347 5058124.0058,486021.3477 5058122.3569,486022.9017 5058119.8339,486028.9529 5058103.7589,486030.7684 5058098.9361,486041.0729 5058071.5219,486044.3834 5058061.498,486045.2389 5058052.5174,486046.1561 5058045.6403,486047.4061 5058031.6913,486047.6042 5058022.4467,486047.2286 5058015.773,486045.6117 5058033.3658,486045.1827 5058036.8348,486044.6118 5058045.6787,486043.3619 5058052.2406,486042.604 5058060.9205,486039.1981 5058070.8344,486038.7733 5058071.984,486038.2883 5058073.2963,486036.6656 5058077.6877,486031.2533 5058092.3342,486026.2799 5058106.3735,486021.2535 5058120.3497,486019.4889 5058122.4826,486017.5639 5058123.4368,486015.2111 5058124.1103,486012.7147 5058124.2638,485999.3089 5058124.0489,485995.9649 5058124.0799,485992.863 5058124.1069,485982.402 5058123.9609,485980.8791 5058123.9399,485978.6751 5058123.9693,485975.9341 5058124.0059,485967.4342 5058123.9749,485966.1372 5058123.9459,485948.8404 5058123.5649,485944.4964 5058123.471,485938.6525 5058123.342,485917.2077 5058122.5719,485917.5358 5058124.0999,485917.9028 5058124.3999,485922.4995 5058124.5583,485935.4886 5058125.0059,485959.4184 5058125.5449,485962.5767 5058125.5726,485976.4917 5058125.695,485986.0271 5058125.7788,486011.2538 5058126.5718,486013.9728 5058126.4388,486016.1838 5058125.9788,486017.9728 5058125.0288)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"372"
"MULTIPOLYGON (((486407.8753 5057925.7476,486409.9863 5057927.0328,486411.891 5057924.1698,486409.7392 5057922.8196,486407.8753 5057925.7476)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"9"
"MULTIPOLYGON (((487261.8866 5055626.3726,487260.9693 5055626.1138,487253.6435 5055654.9313,487254.5118 5055655.2473,487259.3946 5055636.1295,487261.8866 5055626.3726)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"28"
"MULTIPOLYGON (((487416.772 5056554.5698,487408.9756 5056551.0967,487408.3581 5056552.4719,487408.0921 5056553.0658,487413.6081 5056555.5418,487415.8811 5056556.5618,487416.1051 5056556.0608,487416.772 5056554.5698)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"19"
"MULTIPOLYGON (((486842.6991 5057358.2205,486838.6682 5057357.3326,486839.2142 5057354.8606,486840.5191 5057348.9066,486840.8211 5057347.5407,486825.4183 5057342.3918,486832.91 5057319.888,486824.9881 5057317.1221,486830.2429 5057301.3352,486789.5433 5057287.5134,486785.4104 5057286.1545,486784.4334 5057289.2365,486785.4574 5057290.3765,486780.4576 5057305.0523,486788.4805 5057307.5253,486785.3086 5057316.8292,486788.2936 5057317.9822,486786.0527 5057324.5261,486792.8636 5057326.8961,486796.4714 5057316.5242,486790.6525 5057314.4542,486793.8634 5057305.3923,486784.6685 5057302.3533,486788.3004 5057292.4354,486790.3004 5057291.5684,486821.847 5057302.4472,486822.613 5057304.1382,486819.8941 5057312.0791,486817.9182 5057317.7901,486823.6211 5057319.7671,486823.9961 5057318.6851,486830.488 5057320.927,486823.3003 5057341.7588,486817.2384 5057339.6649,486815.3944 5057345.0208,486816.6604 5057345.4538,486828.1833 5057349.6457,486830.7533 5057354.5167,486820.6367 5057385.4184,486833.0195 5057390.3203,486836.2225 5057387.9183,486842.6991 5057358.2205),(486836.1435 5057375.4785,486834.9025 5057378.9884,486825.8476 5057375.9924,486827.0825 5057372.4305,486836.1435 5057375.4785),(486833.4645 5057383.1293,486832.3786 5057386.6133,486823.1837 5057383.6064,486824.3476 5057380.2624,486833.4645 5057383.1293)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"1124"
"MULTIPOLYGON (((485498.527 5057121.4657,485497.9892 5057121.2086,485496.7178 5057124.2114,485505.5868 5057128.3334,485509.1097 5057130.0563,485517.0257 5057133.7632,485517.1719 5057130.7061,485514.3926 5057129.245,485498.527 5057121.4657)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"67"
"MULTIPOLYGON (((486584.3844 5057088.5286,486583.1371 5057087.7634,486580.8439 5057091.5015,486582.0912 5057092.2667,486584.3844 5057088.5286)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"6"
"MULTIPOLYGON (((485879.4225 5057297.7496,485890.4928 5057286.5008,485903.2638 5057273.0941,485902.3731 5057272.1712,485899.0132 5057276.2732,485898.7371 5057275.5432,485895.6622 5057279.6442,485888.7893 5057286.4861,485878.3105 5057296.917,485869.5996 5057291.0701,485869.8905 5057290.6961,485855.1706 5057279.3082,485852.4986 5057276.2143,485851.5996 5057272.1593,485851.7485 5057268.0584,485852.5605 5057265.0384,485853.8677 5057261.5861,485854.8884 5057258.8905,485857.7404 5057253.2535,485858.8883 5057250.6405,485861.9982 5057243.4886,485864.8882 5057237.0547,485866.7631 5057232.7067,485868.3271 5057228.9151,485868.967 5057227.3638,485870.459 5057224.0388,485872.396 5057222.1878,485874.7789 5057220.5548,485876.5369 5057220.4728,485878.8339 5057220.9848,485880.5919 5057222.0778,485879.0804 5057219.874,485877.0503 5057219.2345,485873.9036 5057219.4477,485869.4374 5057222.9648,485866.8777 5057228.3506,485858.3733 5057248.0112,485852.6379 5057261.1365,485850.7201 5057266.8901,485850.1721 5057271.9245,485850.7201 5057275.5205,485851.5743 5057277.4153,485855.1037 5057280.6987,485868.1178 5057290.9113,485872.9977 5057294.7189,485877.5834 5057297.8468,485878.5992 5057298.1834,485879.4225 5057297.7496)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"179"
"MULTIPOLYGON (((487772.9379 5055303.3918,487771.0636 5055293.485,487769.4571 5055293.7528,487771.4005 5055303.6808,487772.9379 5055303.3918)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"16"
"MULTIPOLYGON (((486860.3359 5056917.2861,486858.469 5056916.2591,486855.444 5056921.4948,486857.4188 5056922.5826,486860.3359 5056917.2861)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"13"
"MULTIPOLYGON (((487233.4789 5056789.6341,487233.0019 5056787.2711,487231.6064 5056789.5556,487231.7575 5056790.7378,487249.9621 5056801.7157,487251.2287 5056800.4109,487233.4789 5056789.6341)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"41"
"MULTIPOLYGON (((487142.4595 5057387.531,487141.382 5057387.0344,487140.9955 5057388.0293,487141.9 5057388.4313,487168.3151 5057400.5395,487169.0186 5057400.0873,487169.2097 5057399.9131,487159.6708 5057395.4643,487142.4595 5057387.531)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"31"
"MULTIPOLYGON (((485897.1881 5055498.4623,485899.9278 5055500.0478,485905.3217 5055485.1421,485912.0005 5055467.0948,485908.9273 5055465.9575,485897.1881 5055498.4623)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"110"
"MULTIPOLYGON (((486511.9332 5057790.7337,486514.4733 5057788.6555,486534.8799 5057767.6109,486586.4013 5057714.8919,486623.4847 5057676.5013,486636.9167 5057662.8486,486638.9898 5057659.3745,486639.3679 5057657.8857,486639.1211 5057656.1115,486631.3227 5057642.0599,486629.8517 5057640.5806,486578.797 5057612.863,486552.7756 5057598.8064,486551.8489 5057598.3059,486550.0823 5057598.0807,486548.3043 5057598.5634,486546.95 5057599.6037,486546.1128 5057601.2435,486536.9816 5057619.1279,486524.1206 5057644.3173,486518.9759 5057654.8293,486514.0729 5057664.8473,486515.6352 5057665.5413,486518.1045 5057660.7921,486521.0638 5057655.1007,486525.4806 5057646.6061,486526.2759 5057645.0765,486527.0519 5057643.4955,486535.0096 5057627.2876,486536.9396 5057623.7017,486538.8582 5057619.929,486545.3303 5057607.2018,486547.5608 5057601.8618,486551.7443 5057600.8389,486572.658 5057612.0767,486575.5602 5057613.6056,486577.041 5057614.3856,486586.7669 5057619.4986,486597.7158 5057625.2535,486616.9936 5057635.3853,486617.2826 5057637.2403,486621.1965 5057639.1943,486622.4305 5057638.2403,486627.7354 5057641.0223,486629.0084 5057642.0492,486629.9384 5057643.5102,486637.3294 5057656.7831,486637.3684 5057657.8611,486637.0554 5057658.928,486636.5874 5057659.979,486635.5795 5057661.334,486628.8386 5057668.156,486625.9157 5057671.1149,486620.5948 5057676.5019,486612.549 5057684.6388,486596.6033 5057701.1037,486594.7623 5057702.9567,486590.1345 5057707.7866,486587.3865 5057710.6127,486573.9008 5057724.4825,486571.3149 5057727.1305,486570.0419 5057728.4075,486568.159 5057730.3575,486558.4082 5057740.3244,486538.0266 5057761.1572,486532.6908 5057766.5992,486532.2349 5057767.0642,486529.7538 5057769.5951,486515.3941 5057784.2293,486510.9572 5057788.751,486487.6293 5057775.6991,486485.1603 5057774.3171,486470.1444 5057765.9503,486468.6278 5057762.9353,486467.2106 5057760.7221,486467.7073 5057759.1959,486470.7073 5057752.4584,486472.1997 5057749.5906,486473.5912 5057746.9164,486482.285 5057730.2126,486483.8859 5057727.1386,486492.3937 5057710.6778,486493.8077 5057707.9668,486502.3315 5057691.498,486504.1284 5057688.233,486502.566 5057687.1317,486485.2705 5057720.4478,486465.1567 5057760.2092,486464.4983 5057762.0082,486464.5452 5057763.9758,486465.0679 5057765.7152,486466.0954 5057767.3663,486467.0 5057768.2087,486469.2994 5057769.7016,486470.2237 5057767.8653,486471.5809 5057768.6335,486506.7004 5057788.5107,486505.6476 5057790.3423,486506.9196 5057791.0625,486509.6593 5057791.3365,486511.9332 5057790.7337)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"1048"
"MULTIPOLYGON (((485690.5926 5058073.1007,485688.9756 5058072.8897,485692.4677 5058090.5965,485693.4207 5058095.6475,485697.0778 5058115.0193,485699.2586 5058126.5743,485699.8262 5058129.5817,485702.332 5058142.859,485702.5962 5058144.258,485703.9577 5058144.0695,485699.1709 5058117.3932,485692.3507 5058081.2216,485690.9206 5058073.6317,485690.5926 5058073.1007)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"115"
"MULTIPOLYGON (((485921.5352 5058058.0846,485919.0 5058058.0516,485919.9023 5058065.7184,485920.2 5058068.2484,485922.6992 5058068.2015,485922.7382 5058066.7256,485922.8482 5058062.5187,485921.6292 5058062.5107,485921.5352 5058058.0846)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"27"
"MULTIPOLYGON (((487245.9666 5055984.595,487243.9733 5055984.3283,487241.3733 5056008.982,487242.3498 5056009.6378,487242.6777 5056006.8729,487242.8498 5056004.5009,487245.9666 5055984.595)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"35"
"MULTIPOLYGON (((487215.5676 5058236.5255,487214.4923 5058238.3969,487220.7733 5058241.9313,487221.8015 5058240.1274,487215.5676 5058236.5255)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"15"
